cluster_id,cluster_total_frequency,member_count,property,count
11,12905,129,Maximum Carrier Concentration,8
11,12905,129,Maximum carrier concentration,2
11,12905,129,Carrier Concentration (Inferred),3
11,12905,129,Inferred Carrier Concentration,8
11,12905,129,Reduced Carrier Concentration,4
11,12905,129,Reduction in carrier concentration,4
11,12905,129,Carrier Concentration Reduction,1
11,12905,129,Carrier concentration reduction,1
11,12905,129,Carrier Concentration Range,7
11,12905,129,Carrier Concentration Range Achieved,1
11,12905,129,Excess carrier concentration,6
11,12905,129,Excess Carrier Concentration,2
11,12905,129,Carrier Concentration Control,5
11,12905,129,Carrier concentration control,1
11,12905,129,Effect on Carrier Concentration,1
11,12905,129,Influence on carrier concentration,3
11,12905,129,Carrier Concentration Effect,1
11,12905,129,Carrier Concentration (Nominal),1
11,12905,129,Nominal Carrier Concentration,4
11,12905,129,Carrier Concentration Variation,5
11,12905,129,Minimum Carrier Concentration,5
11,12905,129,Carrier concentration difference,1
11,12905,129,Difference in Carrier Concentration,3
11,12905,129,Measured carrier concentration,3
11,12905,129,Measured Carrier Concentration,1
11,12905,129,Carrier Concentration Increase,4
11,12905,129,Carrier Concentration (Ne),4
11,12905,129,Carrier Concentration (Donor),4
11,12905,129,Carrier concentration (Nd),1
11,12905,129,Carrier Concentration (Nd),1
11,12905,129,Carrier Concentration (ND),1
11,12905,129,Apparent Carrier Concentration Profile,2
11,12905,129,Apparent carrier concentration profiles,1
11,12905,129,Carrier Concentration Ratio,3
11,12905,129,Carrier Concentration (p),3
11,12905,129,Carrier Concentration dependence,3
11,12905,129,Effective Carrier Concentration Ratio,3
11,12905,129,Estimated carrier concentration,1
11,12905,129,Carrier Concentration (Estimate),1
11,12905,129,Calculated Carrier Concentration,1
11,12905,129,Carrier Concentration Calculation,1
11,12905,129,Carrier Concentration (Optimized),1
11,12905,129,Carrier Concentration (optimized),1
11,12905,129,Carrier Concentration (Peak),1
11,12905,129,Carrier concentration peak,1
11,12905,129,Carriers Concentration,2
11,12905,129,Carrier Concentration (Implied),2
11,12905,129,Overall Carrier Concentration,2
11,12905,129,Carrier A Concentration,2
11,12905,129,Carrier Concentration (Background),2
11,12905,129,Carrier concentration (PL),2
11,12905,129,Major Carrier Concentration,2
11,12905,129,Carrier Concentration (Electrical),2
11,12905,129,Uniform carrier concentration,2
11,12905,129,Carrier Concentration (Net),2
11,12905,129,Carrier concentration vs. carrier concentration,1
11,12905,129,Carrier Concentration Behavior,1
11,12905,129,Carrier Concentration (nO),1
11,12905,129,Carrier Concentration (Reference),1
11,12905,129,Carrier concentration (approximate),1
11,12905,129,Typical Carrier Concentration,1
11,12905,129,Carrier Concentration Density,1
11,12905,129,Relative Carrier Concentration,1
11,12905,129,Carrier Concentration Dependency,1
11,12905,129,Carrier Concentration (Undoped),1
11,12905,129,Presence of High Carrier Concentration,1
11,12905,129,Local Carrier Concentration,1
11,12905,129,Carrier Concentration (Nc),1
11,12905,129,Sensitivity to carrier concentration,1
11,12905,129,Carrier concentration (as grown),1
11,12905,129,Carrier concentration discrepancy,1
11,12905,129,Carrier Concentration (CC),1
11,12905,129,Limiting Carrier Concentration,1
11,12905,129,Initial Carrier Concentration,1
11,12905,129,Modulating carrier concentration,1
11,12905,129,Carrier Concentration (C-V),1
11,12905,129,Carrier Concentration Retention,1
11,12905,129,Carrier Concentration (2DEG),1
19,9032,149,Doping Concentration,6884
19,9032,149,Doping concentration,1222
19,9032,149,Doping Concentration (,1
19,9032,149,In doping concentration,4
19,9032,149,In Doping Concentration,1
19,9032,149,Doping (Concentration),1
19,9032,149,Doping and Concentration,3
19,9032,149,Doping concentrations,5
19,9032,149,Doping Concentrations,22
19,9032,149,Be doping concentration,2
19,9032,149,Be Doping Concentration,14
19,9032,149,Concentration/Doping,2
19,9032,149,Doping Type & Approx. Concentration,5
19,9032,149,Doping Type & Approximate Concentration,1
19,9032,149,Doping Type/Concentration,16
19,9032,149,Doping Type & Concentration,46
19,9032,149,Doping type & concentration,7
19,9032,149,Doping type and concentration,46
19,9032,149,Doping Type and Concentration,88
19,9032,149,Net Doping Concentration,52
19,9032,149,Net doping concentration,37
19,9032,149,Net Doping Concentrations,2
19,9032,149,Background Doping Concentration,56
19,9032,149,Background doping concentration,15
19,9032,149,Background doping concentration profile,3
19,9032,149,Base doping concentration,19
19,9032,149,Base Doping Concentration,20
19,9032,149,n-doping concentration,4
19,9032,149,n-doping Concentration,6
19,9032,149,N-doping concentration,1
19,9032,149,N Doping Concentration,3
19,9032,149,N doping concentration,2
19,9032,149,Doping concentration (n-type),1
19,9032,149,Doping Concentration (n-type),14
19,9032,149,Doping Concentration (ND),9
19,9032,149,Doping Concentration (Nd),12
19,9032,149,Doping concentration (Nd),4
19,9032,149,Doping Ratio,21
19,9032,149,Doping ratio,4
19,9032,149,Nominal Doping Concentration,24
19,9032,149,Doping concentration range,5
19,9032,149,Doping Concentration Range,16
19,9032,149,Doping Concentration (Range),1
19,9032,149,Effective doping concentration,2
19,9032,149,Effective Doping Concentration,18
19,9032,149,Doping Concentration Profile,13
19,9032,149,Doping concentration profile,5
19,9032,149,Doping Concentration (Donors),2
19,9032,149,Doping Concentration (Donor),5
19,9032,149,Donors Doping Concentration,1
19,9032,149,Donor doping concentration,1
19,9032,149,Donor Doping Concentration,8
19,9032,149,Doping Concentration (Unintentional),3
19,9032,149,Unintentional doping concentration,3
19,9032,149,Unintentional Doping Concentration,10
19,9032,149,Doping Concentration (p),2
19,9032,149,P Doping Concentration,1
19,9032,149,p-doping Concentration,3
19,9032,149,P-doping concentration,4
19,9032,149,p-doping concentration,3
19,9032,149,P-doping Concentration,1
19,9032,149,P-Doping Concentration,1
19,9032,149,Te Doping Concentration,12
19,9032,149,Te doping concentration,3
19,9032,149,Well doping concentration,2
19,9032,149,Well Doping Concentration,10
19,9032,149,Well Doping and Concentration,1
19,9032,149,Doping Concentration (Average),1
19,9032,149,Average Doping Concentration,12
19,9032,149,Doping level (Carrier concentration),1
19,9032,149,Doping Level (Carrier Concentration),12
19,9032,149,Doping Concentration (Target),3
19,9032,149,Doping Concentration in Target,2
19,9032,149,Target Doping Concentration,7
19,9032,149,Doping and carrier concentration,1
19,9032,149,Doping and Carrier Concentration,4
19,9032,149,Carrier Concentration (Doping),6
19,9032,149,Peak Doping Concentration,10
19,9032,149,Doping profile peak concentration,1
19,9032,149,In-doping concentration,6
19,9032,149,In-doping Concentration,2
19,9032,149,In-Doping Concentration,1
19,9032,149,Doping Concentration (Na),2
19,9032,149,Doping Concentration (NA),5
19,9032,149,Doping concentration (NA),2
19,9032,149,Intended Doping Concentration,9
19,9032,149,Doping Concentration Uniformity,5
19,9032,149,Uniformity of Doping Concentration,3
19,9032,149,Doping concentration (Si),1
19,9032,149,Doping Concentration (Si),7
19,9032,149,Approx. Doping Concentration,8
19,9032,149,Co-doping concentration,7
19,9032,149,Doping Concentration (n),5
19,9032,149,Intentional doping concentration,1
19,9032,149,Doping Concentration (Intentional),2
19,9032,149,Non-Intentional Doping Concentration,1
19,9032,149,Doping concentration distribution,4
19,9032,149,Doping Concentration Difference,4
19,9032,149,Approximate Doping Concentration,4
19,9032,149,Doping Sheet Concentration,4
19,9032,149,Concentration / Doping Level,2
19,9032,149,Doping Level (As concentration),1
19,9032,149,Actual Doping Concentration,3
19,9032,149,Doping Concentration (x),3
19,9032,149,Calculated Doping Concentration,3
19,9032,149,Doping Concentration (p-side),3
19,9032,149,Doping Concentration (Actual vs. Nominal),3
19,9032,149,Doping Concentration Gradient,3
19,9032,149,Dependence on Doping Concentration,1
19,9032,149,Influence of Doping Concentration,1
19,9032,149,Bulk Doping Concentration,1
19,9032,149,Bulk doping concentration,1
19,9032,149,Eu Doping Concentration,1
19,9032,149,Eu doping concentration,1
19,9032,149,Total Doping Concentration,2
19,9032,149,Doping Concentration (Estimated),2
19,9032,149,Doping Concentration Variation,2
19,9032,149,Active Doping Concentration,2
19,9032,149,Doping concentration potential,2
19,9032,149,Doping Concentration (n-side),2
19,9032,149,Doping Concentration (N_A),2
19,9032,149,Doping Concentration (y),2
19,9032,149,Doping Concentration Trend,2
19,9032,149,Doping Impurity Concentration,2
19,9032,149,Doping Concentration (Acceptors),2
19,9032,149,Doping Concentration Homogeneity,2
19,9032,149,Doping Concentration (Top),1
19,9032,149,Doping Concentration (specific example),1
19,9032,149,Doping concentration determination,1
19,9032,149,Doping Concentration (initial),1
19,9032,149,Doping Concentration (Be),1
19,9032,149,Expected Doping Concentration,1
19,9032,149,Predicted Doping Concentration,1
19,9032,149,Shallow Doping Concentration,1
19,9032,149,Designed doping concentration,1
19,9032,149,Intrinsic Doping Concentration,1
19,9032,149,"Doping concentration (N, Na, Nd)",1
19,9032,149,Doping Concentration (Minority impurities),1
19,9032,149,Pr doping concentration,1
19,9032,149,Doping concentration (estimated from separate growth),1
19,9032,149,Doping Concentration (in bath),1
19,9032,149,Actual/Measured doping concentration,1
19,9032,149,Doping Concentration (n0),1
19,9032,149,In Doping Concentration (during growth),1
19,9032,149,Doping yield,1
19,9032,149,Doping/Hole Concentration,1
19,9032,149,Doping Variation,1
19,9032,149,Er Doping Concentration,1
19,9032,149,Doping concentration (Mg),1
40,5476,199,Dislocation Density,3689
40,5476,199,Dislocation density,751
40,5476,199,Dislocations density,1
40,5476,199,Dislocations Density,6
40,5476,199,Density of Dislocation,1
40,5476,199,Density of dislocations,8
40,5476,199,Density of Dislocations,18
40,5476,199,Dislocation Density (Overall),1
40,5476,199,Dislocation Type Density,1
40,5476,199,General dislocation density,1
40,5476,199,Overall Dislocation Density,1
40,5476,199,Dislocation density influence,1
40,5476,199,Low Dislocation Density,1
40,5476,199,Dislocation density (Total),3
40,5476,199,Dislocation Density (Total),2
40,5476,199,Total dislocation density,11
40,5476,199,Total Dislocation Density,69
40,5476,199,Effective Dislocation Density,1
40,5476,199,Dislocation Density (Comparison),2
40,5476,199,Dislocation density (inferred),1
40,5476,199,Perfect Dislocation Density,1
40,5476,199,Dislocation Density Profile,7
40,5476,199,Mixed Dislocation Density,2
40,5476,199,Mixed dislocation density,5
40,5476,199,Dislocation density and distribution,1
40,5476,199,Dislocation Density and Distribution,1
40,5476,199,Reduction in dislocation density,1
40,5476,199,Reduction in Dislocation Density,9
40,5476,199,Dislocation Density/Type,4
40,5476,199,Edge-type dislocation density,8
40,5476,199,Edge-type Dislocation Density,12
40,5476,199,Edge type dislocation density,5
40,5476,199,Edge Type Dislocation Density,1
40,5476,199,Edge-Dislocation Density,4
40,5476,199,Density of edge-type dislocations,4
40,5476,199,Density of Edge-type Dislocations,1
40,5476,199,Density of edge type dislocations,2
40,5476,199,Edge Dislocation Density,216
40,5476,199,Edge dislocation density,41
40,5476,199,Dislocation Density - Edge,2
40,5476,199,Dislocation Density (Edge),3
40,5476,199,Edge and Mixed Dislocation Density,5
40,5476,199,Edge/Mixed Dislocation Density,2
40,5476,199,Density of single edge dislocations,2
40,5476,199,Dislocation density (δ),24
40,5476,199,Dislocation Density (δ),61
40,5476,199,Dislocation Density δ,3
40,5476,199,Dislocation Density 'δ',5
40,5476,199,Dislocation-density (δ),4
40,5476,199,Density of Dislocations (δave),1
40,5476,199,Distribution of dislocations,1
40,5476,199,Dislocation Distribution,44
40,5476,199,Dislocation distribution,5
40,5476,199,Dislocations Presence and Distribution,1
40,5476,199,Average Dislocation Density,25
40,5476,199,Average dislocation density,5
40,5476,199,Reduction of dislocation density,1
40,5476,199,Dislocation density reduction,2
40,5476,199,Dislocation Density Reduction,24
40,5476,199,Dislocation Density (estimated),1
40,5476,199,Dislocation Density (Estimated),9
40,5476,199,Estimated Dislocation Density,11
40,5476,199,Dislocation Line Density,21
40,5476,199,Dislocation Density (d),10
40,5476,199,Dislocation density (d),2
40,5476,199,Dislocation Density 'd',3
40,5476,199,Dislocation Type Distribution,11
40,5476,199,Dislocation type distribution,1
40,5476,199,Dislocation Type and Distribution,1
40,5476,199,Dislocation Density Trend,12
40,5476,199,a-type Dislocation Density,2
40,5476,199,Density of a-type dislocations,5
40,5476,199,Dislocation Density (a-type),4
40,5476,199,Dislocation Density (ρ),5
40,5476,199,Dislocation density (ρ),6
40,5476,199,Dislocation Densities,11
40,5476,199,Dislocation Density (DD),9
40,5476,199,Dislocation Density (near surface),1
40,5476,199,Surface Dislocation Density,6
40,5476,199,Dislocation Density (Near-surface area),1
40,5476,199,Dislocation Linear Density,1
40,5476,199,Linear Dislocation Density,7
40,5476,199,Interfacial Dislocation Density,8
40,5476,199,Dislocation Density Improvement,1
40,5476,199,Dislocation Density Reduction Effectiveness,6
40,5476,199,Inclined Dislocation Density,7
40,5476,199,Density of Edge/Mixed Dislocations,1
40,5476,199,Density of vertical edge dislocations,4
40,5476,199,Density of Vertical Edge Dislocations,1
40,5476,199,Density of Partial Dislocations,3
40,5476,199,Density of partial dislocations,3
40,5476,199,Initial Dislocation Density,5
40,5476,199,Dislocation Density (Initial),1
40,5476,199,"Dislocation Density (Edge, De)",6
40,5476,199,Total Dislocation Density (Estimated),4
40,5476,199,Estimated Total Dislocation Density,1
40,5476,199,Dislocation Density in Active Region,3
40,5476,199,Dislocation density (active region),2
40,5476,199,Conductive Dislocation Density,1
40,5476,199,Conductive dislocation density,4
40,5476,199,Effect on dislocation density,1
40,5476,199,Dislocation Density Effect,1
40,5476,199,Dislocation Density Impact,2
40,5476,199,Dislocation Density (Upper Region),2
40,5476,199,Dislocation Density Region,1
40,5476,199,Dislocation Density (Central Region),1
40,5476,199,Dislocation Density Comparison,3
40,5476,199,Dislocation Density Difference,1
40,5476,199,Average density of dislocations,4
40,5476,199,Macroscopic Dislocation Density,4
40,5476,199,Minimum Dislocation Density,4
40,5476,199,Cross-sectional Dislocation Density,4
40,5476,199,Dislocation Cluster Density,4
40,5476,199,Dislocation Density Reduction Rate,4
40,5476,199,Density of c-type dislocations,4
40,5476,199,Typical Dislocation Density,1
40,5476,199,Overall Reduction in Dislocation Density,1
40,5476,199,Comparison of Dislocation Density,1
40,5476,199,Concentration of Dislocations,1
40,5476,199,Dislocation Concentration,1
40,5476,199,Overall dislocation concentration,1
40,5476,199,Partial Dislocation Density,3
40,5476,199,Dislocation Density Range,3
40,5476,199,Dislocation Density (Indirect),3
40,5476,199,Density of Horizontal Dislocations,3
40,5476,199,Dislocation Density Evolution with Thickness,3
40,5476,199,Mix Dislocation Density,3
40,5476,199,Inverse Dislocation Density,3
40,5476,199,Density of grown-in dislocations,3
40,5476,199,Mean Dislocation Density,3
40,5476,199,Overall Dislocation Density Equation,3
40,5476,199,Density of Dislocations and Structural Defects,3
40,5476,199,Distribution and Density of Dislocations,1
40,5476,199,Density of mixed dislocations,1
40,5476,199,Defect and Dislocation Density,1
40,5476,199,Defect/Dislocation Density,1
40,5476,199,Dislocation Density (Epilayer),1
40,5476,199,Epilayer Dislocation Density,1
40,5476,199,Upper limit of dislocation density,1
40,5476,199,Upper Limit of Dislocation Density,1
40,5476,199,Dislocation Density (Edge/Mixed),2
40,5476,199,Dislocation Density Change,2
40,5476,199,Dislocation Density/Propagation,2
40,5476,199,Dislocation Density (q),2
40,5476,199,Nominal Dislocation Density,2
40,5476,199,Dislocation density and morphology,2
40,5476,199,Dislocation Density and Pattern,2
40,5476,199,Residual dislocation density,2
40,5476,199,Asymmetry in Dislocation Density,2
40,5476,199,Planar Dislocation Density,2
40,5476,199,Dislocation pit density,2
40,5476,199,Reduction Factor in Dislocation Density,2
40,5476,199,Dislocation Density (Top Layer),2
40,5476,199,Charged dislocation density,2
40,5476,199,Density of dislocations originating from substrate,2
40,5476,199,Density of Total Dislocations,1
40,5476,199,Dislocation Density (Example 2),1
40,5476,199,Type and Dislocation Density,1
40,5476,199,Dislocation density distribution,1
40,5476,199,Low Dislocation Density (Inferred),1
40,5476,199,Dislocation Density Estimation,1
40,5476,199,Dislocation Density and Type Distribution,1
40,5476,199,Total dislocation density reaching the surface,1
40,5476,199,Dislocation Density (top part),1
40,5476,199,Dislocation Density Parameter,1
40,5476,199,Dislocation Density Ratio,1
40,5476,199,Density of Intergrowing Dislocations,1
40,5476,199,Dislocation Density (a component),1
40,5476,199,Lateral dislocation density,1
40,5476,199,In-plane Dislocation Density,1
40,5476,199,Dislocation density (along a-axis),1
40,5476,199,Density of dislocation segments,1
40,5476,199,Dislocation Density Gradient,1
40,5476,199,Dislocation Density Tolerance,1
40,5476,199,Dislocation density (potential),1
40,5476,199,Density of bent dislocations,1
40,5476,199,Number density of dislocations,1
40,5476,199,α Dislocation Density,1
40,5476,199,Dislocation Density Measurement,1
40,5476,199,Dislocation density (along c-axis),1
40,5476,199,Dislocation Density Reduction Potential,1
40,5476,199,Dislocation Density (Surface region),1
40,5476,199,Dislocation Density (Indication),1
40,5476,199,Effect of Thickness on Dislocation Density,1
40,5476,199,Reduction in Dislocation Density after Overgrowth,1
40,5476,199,Dislocation density (TEM observation),1
40,5476,199,Dislocation Density (Scherrer),1
40,5476,199,Dislocation Density (Top Surface),1
40,5476,199,Dislocation Density (W-H),1
40,5476,199,Dislocation Density vs. Depth,1
40,5476,199,Density of dislocation complexes,1
40,5476,199,Best Low Dislocation Density (Implied),1
40,5476,199,Ratio of Dislocation Densities,1
40,5476,199,Dislocation Density (Interfacial Layer),1
40,5476,199,Dislocation Density Variation with Radiation,1
40,5476,199,Dislocation Density (c + a component),1
40,5476,199,Average dislocation density in active region,1
40,5476,199,Dislocation density (inferred from FWHM),1
40,5476,199,Dislocation Density and Migration,1
69,3554,141,Photoluminescence,2080
69,3554,141,Photoluminescence Emission Peaks,62
69,3554,141,Photoluminescence emission peaks,16
69,3554,141,Photoluminescence peaks,13
69,3554,141,Photoluminescence Peaks,34
69,3554,141,Photoluminescence emission peak,62
69,3554,141,Photoluminescence Emission Peak,354
69,3554,141,Photoluminescence Peak Emission,1
69,3554,141,Photoluminescence peak emission,2
69,3554,141,Photoluminescence Spectrum Peaks,1
69,3554,141,Photoluminescence peak position,70
69,3554,141,Photoluminescence Peak Position,398
69,3554,141,Peak Position of Photoluminescence,4
69,3554,141,Photoluminescence Peak Positions,9
69,3554,141,Photoluminescence peak positions,6
69,3554,141,Photoluminescence Spectrum Peak Position,2
69,3554,141,Photoluminescence emission peak position,5
69,3554,141,Photoluminescence Emission Peak Position,3
69,3554,141,Photoluminescence Intensity / Peak Position,1
69,3554,141,Photoluminescence Intensity and Peak Position,1
69,3554,141,Photoluminescence (Emission Peak Position),1
69,3554,141,Electroluminescence peak,6
69,3554,141,Electroluminescence Peak,26
69,3554,141,Electroluminescence Peak Intensity,22
69,3554,141,Electroluminescence Spectrum Peak,1
69,3554,141,Electroluminescence spectrum peak,1
69,3554,141,Electroluminescence Emission Peak,13
69,3554,141,Electroluminescence Peak Emission,1
69,3554,141,Photoluminescence peak-width,3
69,3554,141,Photoluminescence peak width,13
69,3554,141,Photoluminescence Peak Width,36
69,3554,141,Photoluminescence Peak Shift,22
69,3554,141,Photoluminescence peak shift,2
69,3554,141,Photoluminescence Emission Peak Shift,1
69,3554,141,Photoluminescence Peak 1,16
69,3554,141,Photoluminescence Emission Peak 1,5
69,3554,141,Photoluminescence Peak 1 Intensity,2
69,3554,141,Photoluminescence Peak 2,17
69,3554,141,Photoluminescence Emission Peak 2,5
69,3554,141,Photoluminescence Peak 2 Intensity,1
69,3554,141,Photoluminescence Peak Shape,9
69,3554,141,Photoluminescence peak shape,2
69,3554,141,Photoluminescence Emission Peak Shape,2
69,3554,141,Photoluminescence Peak Intensity/Shape,2
69,3554,141,Low-temperature photoluminescence peak,3
69,3554,141,Low-Temperature Photoluminescence Peak,1
69,3554,141,Low-Temperature Photoluminescence Peak Intensity,9
69,3554,141,Photoluminescence Peak Area Intensity,4
69,3554,141,Photoluminescence Peak Intensity (Area),4
69,3554,141,Photoluminescence Peak Area,4
69,3554,141,Photoluminescence Peak Sharpness,12
69,3554,141,Photoluminescence maximum peak,1
69,3554,141,Photoluminescence Peak Maximum,8
69,3554,141,Photoluminescence (UV peak),4
69,3554,141,Photoluminescence - UV Peak Intensity,3
69,3554,141,Photoluminescence UV Emission Peak,1
69,3554,141,Photoluminescence (Defect Peak),1
69,3554,141,Photoluminescence Defect Peak,6
69,3554,141,Photoluminescence Peak Origin,7
69,3554,141,Band-edge Photoluminescence Peak,1
69,3554,141,Photoluminescence Peak (Near Band Edge),1
69,3554,141,Photoluminescence Band-edge Peak Intensity,1
69,3554,141,Photoluminescence Near Band Edge Peak Intensity,2
69,3554,141,Photoluminescence band peak,1
69,3554,141,Photoluminescence Peak Ratio,1
69,3554,141,Photoluminescence peak intensity ratio,2
69,3554,141,Photoluminescence Peak Intensity Ratio,3
69,3554,141,Room-Temperature Photoluminescence Peak,2
69,3554,141,Room-temperature Photoluminescence Peak,2
69,3554,141,Room Temperature Photoluminescence Peak,2
69,3554,141,Photoluminescence Excitation Peak,6
69,3554,141,Photoluminescence Peak Intensities,5
69,3554,141,Photoluminescence Peak Evolution,5
69,3554,141,Photoluminescence peak (secondary),5
69,3554,141,Photoluminescence Peak Centers,5
69,3554,141,Photoluminescence Peak Structure,4
69,3554,141,Photoluminescence (Peak at 380 nm),4
69,3554,141,Photoluminescence Intensity and Features,4
69,3554,141,Photoluminescence Peak Attribution,1
69,3554,141,Photoluminescence Emission Peak Attribution,2
69,3554,141,Radioluminescence Peak,2
69,3554,141,Radioluminescence Peak(s),1
69,3554,141,Photoluminescence Peak Energy Position,1
69,3554,141,Photoluminescence Peak Position (Energy),2
69,3554,141,Photoluminescence peak energy (Peak B),3
69,3554,141,Photoluminescence Excitation Peak Position,3
69,3554,141,Photoluminescence Peak Energy Shape,3
69,3554,141,Photoluminescence Peak Wavelength (Strongest Peak),3
69,3554,141,Initial Photoluminescence Peak Wavelength,3
69,3554,141,Photoluminescence Peak Photon Energy,3
69,3554,141,Electroluminescence Peak Energies,3
69,3554,141,Photoluminescence Peak (Deep Level),1
69,3554,141,Broad Photoluminescence Peak (Deep Levels),1
69,3554,141,Photoluminescence Peak Energy Range,1
69,3554,141,Photoluminescence peak energy range,1
69,3554,141,Photoluminescence Peak Position Variation,2
69,3554,141,Photoluminescence Peak Energy / Wavelength,2
69,3554,141,Photoluminescence Peak II Intensity,2
69,3554,141,Photoluminescence Peak Presence,2
69,3554,141,Photoluminescence peak (dominant),2
69,3554,141,Photoluminescence Peak I Intensity,2
69,3554,141,Photoluminescence emission peak A,2
69,3554,141,Photoluminescence Double Peak,2
69,3554,141,Additional Photoluminescence Emission Peak,2
69,3554,141,Photoluminescence Peak (10 K),2
69,3554,141,Photoluminescence Peak Energy (Initial),2
69,3554,141,Photoluminescence (DL emission peak),2
69,3554,141,Photoluminescence Peak Energy Transition,2
69,3554,141,Photoluminescence Peak Assignment,2
69,3554,141,Photoluminescence emission peak B,2
69,3554,141,Photoluminescence Peak III Intensity,2
69,3554,141,Photoluminescence Peak 3,2
69,3554,141,Photoluminescence Emission Peak(s),1
69,3554,141,Photoluminescence Peak Energy (Peak 2),1
69,3554,141,Photoluminescence Intensity (Higher Energy Peak),1
69,3554,141,Photoluminescence Band A Peak,1
69,3554,141,Peak photoluminescence,1
69,3554,141,Broad Photoluminescence Peak,1
69,3554,141,Photoluminescence Peak Appearance,1
69,3554,141,Specific Photoluminescence Peak,1
69,3554,141,Photoluminescence Peak Variation,1
69,3554,141,Photoluminescence Peak (Example),1
69,3554,141,Photoluminescence Peak Identification,1
69,3554,141,Photoluminescence Peak Intensity Change,1
69,3554,141,Photoluminescence Peak Energy/Features,1
69,3554,141,Dominant Photoluminescence Emission Peak,1
69,3554,141,Photoluminescence Peak Difference,1
69,3554,141,Peak Photoluminescence Emission Range,1
69,3554,141,Photoluminescence Peak Type,1
69,3554,141,Saturation Photoluminescence Peak Energy,1
69,3554,141,Photoluminescence Peak Resolution,1
69,3554,141,Photoluminescence peak at 509 nm,1
69,3554,141,Comparison with Photoluminescence Peak,1
69,3554,141,"Photoluminescence Peak Energy (High-energy, PH)",1
69,3554,141,Photoluminescence Peak Symmetry,1
69,3554,141,Photoluminescence Peak Wavenumber,1
69,3554,141,Photoluminescence Peaks (RT),1
69,3554,141,Photoluminescence emission peak selection,1
69,3554,141,Photoluminescence intensity (P1 peak),1
69,3554,141,Theoretical Photoluminescence Peak Energy,1
69,3554,141,Deep-level Photoluminescence Peak Intensity,1
81,3105,195,Threading Dislocation density,18
81,3105,195,Threading dislocation density,107
81,3105,195,Threading Dislocation Density,1645
81,3105,195,Threading-Dislocation Density,3
81,3105,195,Threading Dislocations Density,1
81,3105,195,Threading dislocations density,2
81,3105,195,Dislocation density (threading),1
81,3105,195,Thread Dislocation Density,13
81,3105,195,Partial Threading Dislocation Density,2
81,3105,195,Threading Dislocation Density/Presence,2
81,3105,195,Mixed Threading Dislocation Density,6
81,3105,195,Final Threading Dislocation Density,1
81,3105,195,Perfect Threading Dislocation Density,2
81,3105,195,Threading Dislocation Density (relative),2
81,3105,195,Overall Threading Dislocation Density,5
81,3105,195,Threading Mixed Dislocation Density,1
81,3105,195,Reduction in Threading Dislocation Density,9
81,3105,195,Reduction in threading dislocation density,1
81,3105,195,Reduced threading dislocation density,1
81,3105,195,Threading Dislocation Density (Total),3
81,3105,195,Threading Dislocation Density Influence,1
81,3105,195,Density of threading dislocations,60
81,3105,195,Density of Threading Dislocations,61
81,3105,195,Total Threading Dislocation Density,36
81,3105,195,Total threading dislocation density,2
81,3105,195,Threading Dislocation Density & Type,1
81,3105,195,Threading dislocation density/observation,1
81,3105,195,Threading Dislocation Density Profile,1
81,3105,195,Threading Dislocation Density Change,1
81,3105,195,Total Threading Dislocation Density Variation,1
81,3105,195,Effect on Threading Dislocation Density,1
