cluster_id,cluster_total_frequency,member_count,property,count
28,105,12,"Permittivity (Dielectric Constant, k)",4
28,105,12,Effective Dielectric Permittivity,2
28,105,12,Effective dielectric permittivity,1
28,105,12,"Dielectric Permittivity (Real Part, ε)",2
28,105,12,Real Part of Dielectric Permittivity,2
28,105,12,Relative Permittivity (Dielectric Constant),2
28,105,12,Dielectric Permittivity Parameters,1
28,105,12,Dielectric Permittivity Stability,1
28,105,12,Negative Dielectric Permittivity,1
29,96,9,Gate length,12
29,96,9,Gate Length,71
29,96,9,Gate-length,2
29,96,9,Gate Contact Length,3
29,96,9,Top Gate Length,1
29,96,9,Top-gate length,1
29,96,9,Actual Gate Length,2
29,96,9,Gate-Source Length,2
29,96,9,Gate-Length (Lgate),2
30,95,4,Dielectric Loss Tangent,60
30,95,4,Dielectric loss tangent,24
30,95,4,Dielectric-loss tangent,10
30,95,4,Microwave Dielectric Loss Tangent,1
31,93,4,Length,85
31,93,4,Overall length,3
31,93,4,Overall Length,1
31,93,4,Total Length,4
32,92,5,Valence Band Offset,74
32,92,5,Valence band offset,3
32,92,5,Valence-Band Offset,11
32,92,5,Valence-band offset,3
32,92,5,Corrected valence-band offset,1
33,91,23,Width of Photonic Band Gap,4
33,91,23,Photonic Band Gap Width,45
33,91,23,Width of First Photonic Band Gap,1
33,91,23,Width of Second Photonic Band Gap,1
33,91,23,Full Photonic Band Gap Width,3
33,91,23,Maximum Photonic Band Gap Width,1
33,91,23,Complete Photonic Band Gap Width,6
33,91,23,Presence of Complete Photonic Band Gap,1
33,91,23,Complete Photonic Band Gap Formation,3
33,91,23,Photonic Band Gap Structure,2
33,91,23,Photonic Band-Gap Structure,2
33,91,23,Existence and Size of Photonic Band Gap,4
33,91,23,Complete Photonic Band Gap Size,3
33,91,23,Full Photonic Band Gap Presence,3
33,91,23,Photonic Band Gap Enhancement,2
33,91,23,Photonic Band Gap Range,2
33,91,23,Bandwidth of Photonic Band Gap,2
33,91,23,Photonic Band Gap Location,1
33,91,23,Photonic Gap,1
33,91,23,Band Structures and Photonic Band Gaps,1
33,91,23,Photonic Band Gap Shift,1
33,91,23,Existence of Photonic Band Gaps,1
33,91,23,Omnidirectional Photonic Band Gap,1
34,90,2,Sheet resistance,33
34,90,2,Sheet Resistance,57
35,88,3,Density,83
35,88,3,True Density,4
35,88,3,Size and Density,1
36,87,2,Material Type,41
36,87,2,Material type,46
37,86,8,Maximum drain current,15
37,86,8,Maximum Drain Current,59
37,86,8,Maximum Drain-Source Current,2
37,86,8,Maximum Drain-to-Source Current,3
37,86,8,Maximum Drain Output Current,2
37,86,8,Maximum Drain Current (ID),2
37,86,8,Maximum Saturate Drain Current,2
37,86,8,Drain Voltage for Maximum Drain Current,1
38,86,2,Transmittance,78
38,86,2,Total Transmittance,8
39,85,4,Capacitance,79
39,85,4,Specific Capacitance,4
39,85,4,Capacitance (Cs),1
39,85,4,Capacitance (C),1
40,81,6,Leakage Current,57
40,81,6,Leakage current,11
40,81,6,Effect on leakage current,7
40,81,6,Leakage Current Component,4
40,81,6,Leakage Current Resistance,1
40,81,6,Source Leakage Current,1
41,80,2,Loss tangent,12
41,80,2,Loss Tangent,68
42,79,3,Flatband Voltage,67
42,79,3,Flatband voltage,11
42,79,3,Flatband Voltage Difference,1
43,79,5,Mobility,69
43,79,5,Maximum Effective Mobility,4
43,79,5,Peak Effective Mobility,3
43,79,5,Effective Mobility,2
43,79,5,Mobility Enhancement,1
44,78,3,Width,75
44,78,3,Widths,2
44,78,3,Specific Width,1
45,75,2,Dielectric Loss,74
45,75,2,Contribution to Dielectric Loss,1
46,73,6,Subthreshold Swing,50
46,73,6,Subthreshold swing,10
46,73,6,Subthreshold Swing (S),3
46,73,6,Point Subthreshold Swing,5
46,73,6,Subthreshold swing (SS),4
46,73,6,Minimum Subthreshold Swing,1
47,73,3,Frequency dispersion,12
47,73,3,Frequency Dispersion,57
47,73,3,Frequency Dispersion Behavior,4
48,71,4,Gate Leakage Current Density,55
48,71,4,Gate leakage current density,14
48,71,4,Gate-leakage current density,1
48,71,4,Gate-Leakage Current Density,1
49,71,6,Carrier concentration,13
49,71,6,Carrier Concentration,50
49,71,6,Bulk Carrier Concentration,3
49,71,6,Intrinsic Carrier Concentration,3
49,71,6,Carrier Concentration Profile,1
49,71,6,Carrier Concentration Density,1
50,71,3,Radius,69
50,71,3,Radius R2,1
50,71,3,Radius R1,1
51,68,3,Band structure,2
51,68,3,Band Structure,65
51,68,3,Electronic Band Structure,1
52,67,4,Quality factor,20
52,67,4,Quality Factor,38
52,67,4,Quality Factor (Q),8
52,67,4,Quality Factor (Q × f),1
53,67,2,Interlayer spacing,13
53,67,2,Interlayer Spacing,54
54,66,4,Maximum Transconductance,42
54,66,4,Maximum transconductance,20
54,66,4,Reduction in maximum transconductance,2
54,66,4,Maximum Extrinsic Transconductance (gm(max)),2
55,65,3,Microstructure,62
55,65,3,Microstructure morphology,2
55,65,3,Microstructure Evolution,1
56,65,2,Phase Composition,64
56,65,2,Phase composition,1
57,63,2,Static Dielectric Constant,60
57,63,2,Static dielectric constant,3
58,63,9,Cross-sectional Schematic View,3
58,63,9,Schematic Cross-Sectional View,4
58,63,9,Schematic cross-sectional view,3
58,63,9,Schematic Cross-sectional View,4
58,63,9,Cross-sectional Schematic,33
58,63,9,Cross-sectional schematic,8
58,63,9,Schematic Cross-sectional Structure,1
58,63,9,Schematic cross-sectional structure,5
58,63,9,Schematic Cross-sectional Diagram,2
59,63,4,Transmission Spectrum,60
59,63,4,Linear Transmission Spectrum,1
59,63,4,Transmission Magnitude Spectrum,1
59,63,4,Transmission spectrum (amplitude),1
60,60,2,Relative Dielectric Constant,39
60,60,2,Relative dielectric constant,21
61,60,1,Resistivity,60
62,59,2,Absorption Coefficient,58
62,59,2,Optical Absorption Coefficient,1
63,58,6,Electric Field Distribution,52
63,58,6,Electric field distribution,2
63,58,6,Electric Field distribution,1
63,58,6,Electric-field distribution,1
63,58,6,Electric-field Distribution,1
63,58,6,Electric-Field Distribution,1
64,58,5,Threshold Voltage shift,1
64,58,5,Threshold voltage shift,6
64,58,5,Threshold Voltage Shift,46
64,58,5,Variation of Shift in Threshold Voltage,3
64,58,5,Threshold Voltage Transient Shift,2
65,58,2,Interface quality,2
65,58,2,Interface Quality,56
66,56,7,Photonic Band Gap,26
66,56,7,Photonic band gap,1
66,56,7,Photonic Band Gaps,5
66,56,7,Complete Photonic Band Gap,12
66,56,7,Photonic Band Gap Presence,2
66,56,7,Photonic Band Gap Narrowing,1
66,56,7,Photonic Band Gap Formation,9
67,55,3,Binding energy,18
67,55,3,Binding Energy,35
67,55,3,Binding Energy Difference,2
68,53,4,Flat Band Voltage,20
68,53,4,Flat-band voltage,5
68,53,4,Flat-band Voltage,26
68,53,4,Flat-Band Voltage,2
69,53,6,Orientation,47
69,53,6,Preferred orientation,1
69,53,6,Preferred Orientation,1
69,53,6,Preferred Orientation(s),1
69,53,6,Orientation Angle,2
69,53,6,Orientation Confirmation,1
70,53,4,Electron concentration,7
70,53,4,Electron Concentration,42
70,53,4,Background Electron Concentration,3
70,53,4,Electron-concentration Distribution,1
71,53,2,Dimensions,49
71,53,2,Overall Dimensions,4
72,52,6,Film Thickness,35
72,52,6,Film thickness,6
72,52,6,Overall Film Thickness,4
72,52,6,Total Film Thickness,3
72,52,6,Film Thickness Profile,2
72,52,6,Film Thickness Uniformity,2
73,52,2,Ideality factor,29
73,52,2,Ideality Factor,23
74,51,5,ON-Resistance,9
74,51,5,On-Resistance,25
74,51,5,ON-resistance,8
74,51,5,On Resistance,5
74,51,5,ON Resistance,4
75,51,6,Core-Level Binding Energy,36
75,51,6,Core Level Binding Energies,1
75,51,6,O 1s core-level binding energy,4
75,51,6,N 1s core-level binding energy,4
75,51,6,Binding Energy Shift of Core Levels,4
75,51,6,As3d Core Level Binding Energy,2
76,50,11,Breakdown electrical field,3
76,50,11,Electrical Breakdown Field,4
76,50,11,Breakdown electric field,10
76,50,11,Breakdown Electric Field,19
76,50,11,Electrical Breakdown Field Strength,4
76,50,11,Breakdown Electric Field Strength,1
76,50,11,Breakdown Field Strength,3
76,50,11,Breakdown Voltage vs. Field Strength relationship,2
76,50,11,Effective Breakdown Electric Field,2
76,50,11,Electrical Breakdown Strength,1
76,50,11,Dielectric Breakdown Field Strength,1
77,50,4,Contact resistance,18
77,50,4,Contact Resistance,29
77,50,4,Mean Contact Resistance,2
77,50,4,Average Contact Resistance,1
78,50,8,C-V Hysteresis,21
78,50,8,C-V hysteresis,9
78,50,8,C–V Hysteresis,7
78,50,8,Hysteresis in C-V,1
78,50,8,C–V Hysteresis Loop,5
78,50,8,CV Hysteresis,4
78,50,8,C-V Hysteresis Direction,2
78,50,8,Ratio of C-V Hysteresis,1
79,49,5,Subthreshold slope,1
79,49,5,Subthreshold Slope,41
79,49,5,Subthreshold Slope (SS),4
79,49,5,Subthreshold Swing Slope,2
79,49,5,Inverse Subthreshold Slope,1
80,49,4,Spontaneous Polarization,37
80,49,4,Spontaneous polarization,7
80,49,4,Spontaneous Polarization Gradient,4
80,49,4,Spontaneous polarization contribution,1
81,49,3,Etch rate,3
81,49,3,Etch Rate,45
81,49,3,Etch Rate Ratio,1
82,49,3,Structure Type,31
82,49,3,Structure type,17
82,49,3,General Structure Type,1
83,48,7,Capacitance Equivalent Thickness,18
83,48,7,Capacitance equivalent thickness,11
83,48,7,Capacitance-equivalent thickness,2
83,48,7,Capacitance-Equivalent Thickness,10
83,48,7,Capacitance Equivalence Thickness,3
83,48,7,Capacitance Equivalent Thickness increase,2
83,48,7,Capacitive Equivalent Thickness,2
84,48,6,Band Gap Energy,29
84,48,6,Band gap energy,4
84,48,6,Band-Gap Energy,3
84,48,6,Band-gap energy,1
84,48,6,Band-gap Energy,7
84,48,6,Energy Band Gap,4
85,47,6,On/off current ratio,6
85,47,6,On/Off current ratio,3
85,47,6,On/Off Current Ratio,31
85,47,6,ON/OFF Current Ratio,3
85,47,6,ON/OFF current ratio,2
85,47,6,On/off Current Ratio,2
86,47,3,Schottky Barrier Height,20
86,47,3,Schottky barrier height,23
86,47,3,Schottky-barrier Height,4
87,46,2,Cross-sectional structure,12
87,46,2,Cross-sectional Structure,34
88,46,7,Barrier Height,16
88,46,7,Barrier height,17
88,46,7,Effective Barrier Height,3
88,46,7,Effective barrier height,3
88,46,7,Tunnel barrier height,3
88,46,7,Intrinsic Barrier Height,2
88,46,7,Change in Effective Barrier Height,2
89,46,4,Lattice Parameter,24
89,46,4,Lattice parameters,2
89,46,4,Lattice Parameters,19
89,46,4,Lattice Parameter 'a',1
90,46,2,Crystallinity,45
90,46,2,Single Crystallinity,1
91,46,2,Material,45
91,46,2,Materials,1
92,45,4,Doping,37
92,45,4,Doping Profile,4
92,45,4,Doping Type and Level,3
92,45,4,Doping Status,1
93,44,4,Plasma Frequency,40
93,44,4,Plasma frequency,1
93,44,4,Electronic Plasma Frequency,2
93,44,4,Electron Plasma Frequency,1
94,44,4,Reflection Coefficient,34
94,44,4,Reflection Coefficient Magnitude,5
94,44,4,Input reflection coefficient,4
94,44,4,Simulated Reflection Coefficient,1
95,44,3,Drain Current,39
95,44,3,DC drain current,4
95,44,3,Total Drain Current,1
96,43,9,Device Structure,20
96,43,9,Device structure,2
96,43,9,Device Schematic,6
96,43,9,Device schematic,2
96,43,9,Device Structure Diagram,5
96,43,9,Schematic illustration of device structure,4
96,43,9,Device Structure Schematic,2
96,43,9,Schematic view of device structure,1
96,43,9,Schematic Diagram of Device Structure,1
97,43,3,Cut-off Frequency,38
97,43,3,Lower cutoff frequency,3
97,43,3,Cut-off frequency reduction,2
98,43,4,Crystal Orientation,26
98,43,4,Crystal orientation,2
98,43,4,Crystallographic Orientation,9
98,43,4,Crystal Structure and Orientation,6
99,43,2,Work Function,38
99,43,2,Work function,5
100,42,8,Capacitance-Voltage characteristics,10
100,42,8,Capacitance-Voltage Characteristics,16
100,42,8,Capacitance–voltage characteristics,1
100,42,8,Capacitance-Voltage (C-V) Characteristics,2
100,42,8,Capacitance-Voltage (C-V) characteristics,2
100,42,8,Capacitance-Voltage Characteristic,4
100,42,8,Capacitance–Voltage (C–V) Characteristic,4
100,42,8,Capacitance vs. Voltage Behavior,3
101,42,4,C–V characteristics,7
101,42,4,C–V Characteristics,17
101,42,4,C-V Characteristics,8
101,42,4,C-V characteristics,10
102,41,2,Gate Width,29
102,41,2,Gate width,12
103,41,7,Dielectric Function Parameters,27
103,41,7,Dielectric function,4
103,41,7,Dielectric Function,3
103,41,7,Dielectric Response Function,3
103,41,7,Dielectric Function Representation,2
103,41,7,Effect on dielectric function,1
103,41,7,Dielectric Function Formulation,1
104,41,7,Unit Cell Structure,23
104,41,7,Unit cell structure,4
104,41,7,Unit-cell Structure,1
104,41,7,Unit-Cell Structure,1
104,41,7,Structure of the unit cell,4
104,41,7,Unit Cell Geometry,7
104,41,7,Unit Cell Composition,1
105,41,2,Dielectric loss factor,31
105,41,2,Dielectric Loss Factor,10
106,40,6,Electron Density,26
106,40,6,Electron density,3
106,40,6,Electron Density Distribution,8
106,40,6,Electron Density Difference,1
106,40,6,Electron Density Profile,1
106,40,6,Electron Density Ratio,1
107,40,6,ION/IOFF Ratio,9
107,40,6,Ion/Ioff ratio,8
107,40,6,ION/IOFF ratio,3
107,40,6,Ion/Ioff Ratio,17
107,40,6,Ion/Ioff current ratio,2
107,40,6,ION/IOFF ratio vs. Temperature,1
108,40,3,Average particle size,2
108,40,3,Average Particle Size,37
108,40,3,Mean Particle Size,1
109,40,5,Number of layers,4
109,40,5,Number of Layers,32
109,40,5,Layer Count,2
109,40,5,Number of Discrete Layers,1
109,40,5,Number of Linear Layers,1
110,40,4,Oxidation state,11
110,40,4,Oxidation State,25
110,40,4,Interfacial Oxidation State,3
110,40,4,Oxidation,1
111,39,4,Young's modulus,4
111,39,4,Young's Modulus,28
111,39,4,Young’s Modulus,1
111,39,4,Reduced Young’s Modulus,6
112,39,2,Energy Level,33
112,39,2,Energy Levels,6
113,38,3,Conductivity,34
113,38,3,Electrical Conductance,2
113,38,3,DC Electrical Conductivity,2
114,38,2,Phonon Mode Frequency,35
114,38,2,Phonon Mode Frequencies,3
115,38,4,Full Width at Half Maximum,28
115,38,4,Full-width at half-maximum,6
115,38,4,Full-Width at Half-Maximum,1
115,38,4,Full Width at Half Maximum (FWHM),3
116,37,13,Drain Leakage Current,6
116,37,13,Drain leakage current,10
116,37,13,Off-state Leakage Current,2
116,37,13,OFF-state Leakage Current,4
116,37,13,Off-State Leakage Current,1
116,37,13,Low Off-state Leakage Current,1
116,37,13,OFF-state Drain Leakage Current,1
116,37,13,Off-state Drain Leakage Current,3
116,37,13,Off-State Drain Leakage Current,1
116,37,13,Off-State Drain Leakage Current Density,3
116,37,13,Three-terminal off-state drain-to-source leakage current,3
116,37,13,Off-state Drain-to-Source Leakage Current,1
116,37,13,Off-state drain to source leakage current variation,1
117,37,11,Imaginary Part of Permittivity,1
117,37,11,Imaginary part of the permittivity,1
117,37,11,Imaginary Permittivity,12
117,37,11,Imaginary Part of Complex Permittivity,4
117,37,11,Imaginary part of complex permittivity,7
117,37,11,Permittivity (Imaginary),1
117,37,11,Complex permittivity,3
117,37,11,Complex Permittivity,3
117,37,11,Imaginary Part of Effective Relative Permittivity Component,2
117,37,11,"Dielectric Permittivity (Imaginary Part, ε)",2
117,37,11,Relative Permittivity (Imaginary Part),1
118,37,5,Specific On-resistance,1
118,37,5,Specific on-resistance,3
118,37,5,Specific On-Resistance,24
118,37,5,Specific ON-resistance,1
118,37,5,Specific ON-Resistance,8
119,37,5,Resonant Frequency,28
119,37,5,Self-Resonant Frequency,4
119,37,5,Resonant Transmission Frequency,3
119,37,5,Linear Resonant Frequency,1
119,37,5,Resonant Frequency Variation,1
120,37,5,Electron Effective Mass,24
120,37,5,Electron effective mass,1
120,37,5,Effective Electron Mass,5
120,37,5,Effective Mass of Electron,2
120,37,5,Effective mass of electron,5
121,36,5,Bond length,30
121,36,5,Bond Length,2
121,36,5,Bond Lengths,1
121,36,5,Dimer Bond Length,2
121,36,5,Average Bond Length,1
122,36,3,Transmission coefficient,11
122,36,3,Transmission Coefficient,24
122,36,3,Transmission Coefficient Formula,1
123,36,2,Relative density,19
123,36,2,Relative Density,17
124,35,7,Density of States,10
124,35,7,Density of states,3
124,35,7,Total Density of States,8
124,35,7,Local Density of States,7
124,35,7,Partial Density of States,5
124,35,7,Density of states function,1
124,35,7,Electronic Density of States,1
125,35,5,Grain Size,30
125,35,5,Grain size,1
125,35,5,Grain Size Distribution,2
125,35,5,Grain Size Variation,1
125,35,5,Grain Shape and Size,1
126,35,5,Energy gap,1
126,35,5,Energy Gap,23
126,35,5,Direct Energy Gap,6
126,35,5,Gap Energy,4
126,35,5,Energy Gaps,1
127,35,3,Reflectivity,32
127,35,3,Signal Reflectivity,2
127,35,3,Light Reflectivity,1
128,34,9,OFF-State Breakdown Voltage,3
128,34,9,OFF-state breakdown voltage,1
128,34,9,Off-State Breakdown Voltage,7
128,34,9,OFF-state Breakdown Voltage,4
128,34,9,Off-state breakdown voltage,7
128,34,9,Off-state Breakdown Voltage,7
128,34,9,Three-terminal OFF-state breakdown voltage,1
128,34,9,Three-Terminal OFF-State Breakdown Voltage,3
128,34,9,Off-state drain-source three-terminal breakdown voltage,1
129,34,2,Lattice Structure,33
129,34,2,Square Lattice Structure,1
130,32,7,Resonance Frequency,5
130,32,7,Resonance frequency,16
130,32,7,Electric Resonance Frequency,3
130,32,7,Transmission Resonance Frequency,3
130,32,7,Magnetic Resonance Frequency,3
130,32,7,Second Resonance Frequency,1
130,32,7,First Resonance Frequency,1
131,32,6,Fixed Charge Density,14
131,32,6,Fixed charge density,1
131,32,6,Charge Density,8
131,32,6,Change in Fixed Charge Density,3
131,32,6,Stable Fixed Charge Density,3
131,32,6,Initial Fixed Charge Density,3
132,32,6,Schematic Cross-Section,16
132,32,6,Schematic cross-section,5
132,32,6,Schematic Cross Section,7
132,32,6,Schematic Cross-Section View,2
132,32,6,Schematic Cross-section and Top-view,1
132,32,6,Cross-Section View,1
133,32,3,Surface Resistivity,24
133,32,3,Surface Resistance,5
133,32,3,Surface Resistivity Reduction,3
134,32,2,Interface Sharpness,30
134,32,2,Interface Sharpness/Disorder,2
135,31,8,Peak Extrinsic Transconductance,8
135,31,8,Peak extrinsic transconductance,4
135,31,8,Extrinsic Peak Transconductance,3
135,31,8,Extrinsic Transconductance,7
135,31,8,Extrinsic transconductance,2
135,31,8,Peak Extrinsic Transconductance Ratio,4
135,31,8,Intrinsic peak transconductance,2
135,31,8,Peak intrinsic transconductance,1
136,31,11,Photoluminescence intensity,3
136,31,11,Photoluminescence Intensity,8
136,31,11,Photoluminescence Intensity Ratio,7
136,31,11,Photoluminescence,4
136,31,11,Peak Photoluminescence Intensity,2
136,31,11,Photoluminescence Emission Peak,2
136,31,11,Electroluminescence Intensity,1
136,31,11,Relative Photoluminescence Intensity,1
136,31,11,Photoluminescence Peak Intensity Change,1
136,31,11,Photoluminescence Emission,1
136,31,11,Integrated Photoluminescence Intensity,1
137,31,5,Flatband voltage shift,9
137,31,5,Flatband Voltage Shift,16
137,31,5,Rate of Flatband Voltage Shift,2
